MCM Name,Smiles String,InChl Identifier,formula,idx_species
C3H7CHOOA, [O-][O+]=CCCC ," InChI=1S/C4H8O2/c1-2-3-4-6-5/h4H,2-3H2,1H3 ",C4H8O2,207
PE1ENEAO2, CCCC(CO)O[O] ," InChI=1S/C5H11O3/c1-2-3-5(4-6)8-7/h5-6H,2-4H2,1H3 ",C5H11O3,208
PE1ENEBO2, CCCC(O)CO[O] ," InChI=1S/C5H11O3/c1-2-3-5(6)4-8-7/h5-6H,2-4H2,1H3 ",C5H11O3,209
CPENT2ENE, CC/C=C\C ," InChI=1S/C5H10/c1-3-5-4-2/h3,5H,4H2,1-2H3/b5-3- ",C5H10,210
C52NO33O2, CCC(O[O])C(C)ON(=O)=O ," InChI=1S/C5H10NO5/c1-3-5(11-9)4(2)10-6(7)8/h4-5H,3H2,1-2H3 ",C5H10NO5,211
C53NO32O2, CCC(ON(=O)=O)C(C)O[O] ," InChI=1S/C5H10NO5/c1-3-5(4(2)11-9)10-6(7)8/h4-5H,3H2,1-2H3 ",C5H10NO5,212
C2H5CHOOB, [O-][O+]=CCC ," InChI=1S/C3H6O2/c1-2-3-5-4/h3H,2H2,1H3 ",C3H6O2,213
PE2ENEAO2, CCC(O[O])C(C)O ," InChI=1S/C5H11O3/c1-3-5(8-7)4(2)6/h4-6H,3H2,1-2H3 ",C5H11O3,214
TPENT2ENE, CC\C=C\C ," InChI=1S/C5H10/c1-3-5-4-2/h3,5H,4H2,1-2H3/b5-3+ ",C5H10,215
ME2BUT1ENE, CCC(=C)C ," InChI=1S/C5H10/c1-4-5(2)3/h2,4H2,1,3H3 ",C5H10,216
C4NO32M1O2, [O]OCC(C)(CC)ON(=O)=O ," InChI=1S/C5H10NO5/c1-3-5(2,4-10-9)11-6(7)8/h3-4H2,1-2H3 ",C5H10NO5,217
C4NO32M2O2, CCC(C)(O[O])CON(=O)=O ," InChI=1S/C5H10NO5/c1-3-5(2,11-9)4-10-6(7)8/h3-4H2,1-2H3 ",C5H10NO5,218
C2H5MECOOA, [O-][O+]=C(C)CC ," InChI=1S/C4H8O2/c1-3-4(2)6-5/h3H2,1-2H3 ",C4H8O2,219
ME3BUT1ENE, C=CC(C)C ," InChI=1S/C5H10/c1-4-5(2)3/h4-5H,1H2,2-3H3 ",C5H10,220
C4M3NO31O2, [O]OC(CON(=O)=O)C(C)C ," InChI=1S/C5H10NO5/c1-4(2)5(11-9)3-10-6(7)8/h4-5H,3H2,1-2H3 ",C5H10NO5,221
C4M3NO32O2, [O]OCC(ON(=O)=O)C(C)C ," InChI=1S/C5H10NO5/c1-4(2)5(3-10-9)11-6(7)8/h4-5H,3H2,1-2H3 ",C5H10NO5,222
IPRCHOOA, [O-][O+]CC(C)C ," InChI=1S/C4H9O2/c1-4(2)3-6-5/h4H,3H2,1-2H3 ",C4H9O2,223
ME3BU2OLO2, [O]OCC(O)C(C)C ," InChI=1S/C5H11O3/c1-4(2)5(6)3-8-7/h4-6H,3H2,1-2H3 ",C5H11O3,224
ME2BUT2ENE, CC=C(C)C ," InChI=1S/C5H10/c1-4-5(2)3/h4H,1-3H3 ",C5H10,225
C4M2NO32O2, [O]OC(C)C(C)(C)ON(=O)=O ," InChI=1S/C5H10NO5/c1-4(10-9)5(2,3)11-6(7)8/h4H,1-3H3 ",C5H10NO5,226
C4M2NO33O2, [O]OC(C)(C)C(C)ON(=O)=O ," InChI=1S/C5H10NO5/c1-4(10-6(7)8)5(2,3)11-9/h4H,1-3H3 ",C5H10NO5,227
CH3CCH3OOB, [O-][O+]=C(C)C , InChI=1S/C3H6O2/c1-3(2)5-4/h1-2H3 ,C3H6O2,228
CH3CHOOC, [O-][O+]=CC ," InChI=1S/C2H4O2/c1-2-4-3/h2H,1H3 ",C2H4O2,229
HEX1ENE, CCCCC=C ," InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3 ",C6H12,230
C65NO36O2, CCCCC(CO[O])ON(=O)=O ," InChI=1S/C6H12NO5/c1-2-3-4-6(5-11-10)12-7(8)9/h6H,2-5H2,1H3 ",C6H12NO5,231
C66NO35O2, CCCCC(O[O])CON(=O)=O ," InChI=1S/C6H12NO5/c1-2-3-4-6(12-10)5-11-7(8)9/h6H,2-5H2,1H3 ",C6H12NO5,232
NC4H9CHOOA, [O-][O+]=CCCCC ," InChI=1S/C5H10O2/c1-2-3-4-5-7-6/h5H,2-4H2,1H3 ",C5H10O2,233
C6OH5O2, CCCCC(CO)O[O] ," InChI=1S/C6H13O3/c1-2-3-4-6(5-7)9-8/h6-7H,2-5H2,1H3 ",C6H13O3,234
HO5C6O2, CCCCC(O)CO[O] ," InChI=1S/C6H13O3/c1-2-3-4-6(7)5-9-8/h6-7H,2-5H2,1H3 ",C6H13O3,235
CHEX2ENE, CCC/C=C\C ," InChI=1S/C6H12/c1-3-5-6-4-2/h3,5H,4,6H2,1-2H3/b5-3- ",C6H12,236
C62NO33O2, CCCC(O[O])C(C)ON(=O)=O ," InChI=1S/C6H12NO5/c1-3-4-6(12-10)5(2)11-7(8)9/h5-6H,3-4H2,1-2H3 ",C6H12NO5,237
C63NO32O2, CCCC(ON(=O)=O)C(C)O[O] ," InChI=1S/C6H12NO5/c1-3-4-6(5(2)12-10)11-7(8)9/h5-6H,3-4H2,1-2H3 ",C6H12NO5,238
C3H7CHOOB, [O-][O+]=CCCC ," InChI=1S/C4H8O2/c1-2-3-4-6-5/h4H,2-3H2,1H3 ",C4H8O2,239
C64OH5O2, CC(O[O])C(O)CCC ," InChI=1S/C6H13O3/c1-3-4-6(7)5(2)9-8/h5-7H,3-4H2,1-2H3 ",C6H13O3,240
C65OH4O2, CCCC(O[O])C(C)O ," InChI=1S/C6H13O3/c1-3-4-6(9-8)5(2)7/h5-7H,3-4H2,1-2H3 ",C6H13O3,241
THEX2ENE, CCC\C=C\C ," InChI=1S/C6H12/c1-3-5-6-4-2/h3,5H,4,6H2,1-2H3/b5-3+ ",C6H12,242
DM23BU2ENE, CC(=C(C)C)C , InChI=1S/C6H12/c1-5(2)6(3)4/h1-4H3 ,C6H12,243
C4ME2NO3O2, [O]OC(C)(C)C(C)(C)ON(=O)=O ," InChI=1S/C6H12NO5/c1-5(2,11-7(8)9)6(3,4)12-10/h1-4H3 ",C6H12NO5,244
CH3CCH3OOC, [O-][O+]=C(C)C , InChI=1S/C3H6O2/c1-3(2)5-4/h1-2H3 ,C3H6O2,245
C4ME2OHO2, [O]OC(C)(C)C(C)(C)O ," InChI=1S/C6H13O3/c1-5(2,7)6(3,4)9-8/h7H,1-4H3 ",C6H13O3,246
C2H2, C#C , InChI=1S/C2H2/c1-2/h1-2H ,C2H2,247
HCOOH, OC=O ," InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3) ",CH2O2,248
BENZENE, c1ccccc1 , InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H ,C6H6,249
BZBIPERO2, [O]OC1C=CC2OOC1C2O , InChI=1S/C6H7O5/c7-5-3-1-2-4(9-8)6(5)11-10-3/h1-7H ,C6H7O5,250
BZEPOXMUC, O=CC=CC1OC1C=O , InChI=1S/C6H6O3/c7-3-1-2-5-6(4-8)9-5/h1-6H ,C6H6O3,251
PHENOL, Oc1ccccc1 ," InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H ",C6H6O,252
TOLUENE, Cc1ccccc1 ," InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3 ",C7H8,253
C6H5CH2O2, [O]OCc1ccccc1 ," InChI=1S/C7H7O2/c8-9-6-7-4-2-1-3-5-7/h1-5H,6H2 ",C7H7O2,254
CRESOL, Cc1ccccc1O ," InChI=1S/C7H8O/c1-6-4-2-3-5-7(6)8/h2-5,8H,1H3 ",C7H8O,255
TLBIPERO2, [O]OC1C=CC2(C)OOC1C2O ," InChI=1S/C7H9O5/c1-7-3-2-4(10-9)5(6(7)8)11-12-7/h2-6,8H,1H3 ",C7H9O5,256
TLEPOXMUC, O=CC1OC1C=CC(=O)C ," InChI=1S/C7H8O3/c1-5(9)2-3-6-7(4-8)10-6/h2-4,6-7H,1H3 ",C7H8O3,257
OXYL, Cc1ccccc1C ," InChI=1S/C8H10/c1-7-5-3-4-6-8(7)2/h3-6H,1-2H3 ",C8H10,258
OXYLO2, [O]OCc1ccccc1C ," InChI=1S/C8H9O2/c1-7-4-2-3-5-8(7)6-10-9/h2-5H,6H2,1H3 ",C8H9O2,259
OXYBIPERO2, [O]OC1(C)C=CC2OOC1(C)C2O ," InChI=1S/C8H11O5/c1-7(12-10)4-3-5-6(9)8(7,2)13-11-5/h3-6,9H,1-2H3 ",C8H11O5,260
OXYEPOXMUC, O=CC=CC1(C)OC1(C)C=O ," InChI=1S/C8H10O3/c1-7(4-3-5-9)8(2,6-10)11-7/h3-6H,1-2H3 ",C8H10O3,261
OXYLOL, Cc1c(C)cccc1O ," InChI=1S/C8H10O/c1-6-4-3-5-8(9)7(6)2/h3-5,9H,1-2H3 ",C8H10O,262
MXYL, Cc1cccc(C)c1 ," InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3 ",C8H10,263
MXYLO2, [O]OCc1cccc(C)c1 ," InChI=1S/C8H9O2/c1-7-3-2-4-8(5-7)6-10-9/h2-5H,6H2,1H3 ",C8H9O2,264
MXYBIPERO2, [O]OC1C=CC2(C)OOC1(C)C2O ," InChI=1S/C8H11O5/c1-7-4-3-5(11-10)8(2,6(7)9)13-12-7/h3-6,9H,1-2H3 ",C8H11O5,265
MXYEPOXMUC, O=CC1(C)OC1C=CC(=O)C ," InChI=1S/C8H10O3/c1-6(10)3-4-7-8(2,5-9)11-7/h3-5,7H,1-2H3 ",C8H10O3,266
MXYLOL, Cc1ccc(O)c(C)c1 ," InChI=1S/C8H10O/c1-6-3-4-8(9)7(2)5-6/h3-5,9H,1-2H3 ",C8H10O,267
PXYL, Cc1ccc(C)cc1 ," InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3 ",C8H10,268
PXYLO2, [O]OCc1ccc(C)cc1 ," InChI=1S/C8H9O2/c1-7-2-4-8(5-3-7)6-10-9/h2-5H,6H2,1H3 ",C8H9O2,269
PXYBIPERO2, [O]OC1(C)C=CC2(C)OOC1C2O ," InChI=1S/C8H11O5/c1-7-3-4-8(2,12-10)6(5(7)9)11-13-7/h3-6,9H,1-2H3 ",C8H11O5,270
PXYEPOXMUC, O=CC1OC1(C)C=CC(=O)C ," InChI=1S/C8H10O3/c1-6(10)3-4-8(2)7(5-9)11-8/h3-5,7H,1-2H3 ",C8H10O3,271
PXYLOL, Cc1ccc(C)c(O)c1 ," InChI=1S/C8H10O/c1-6-3-4-7(2)8(9)5-6/h3-5,9H,1-2H3 ",C8H10O,272
EBENZ, CCc1ccccc1 ," InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3 ",C8H10,273
C6H5C2H4O2, [O]OCCc1ccccc1 ," InChI=1S/C8H9O2/c9-10-7-6-8-4-2-1-3-5-8/h1-5H,6-7H2 ",C8H9O2,274
EBENZOL, CCc1ccccc1O ," InChI=1S/C8H10O/c1-2-7-5-3-4-6-8(7)9/h3-6,9H,2H2,1H3 ",C8H10O,275
EBZBIPERO2, [O]OC1C=CC2(CC)OOC1C2O ," InChI=1S/C8H11O5/c1-2-8-4-3-5(11-10)6(7(8)9)12-13-8/h3-7,9H,2H2,1H3 ",C8H11O5,276
EBZPOXMUC, CCC(=O)C=CC1OC1C=O ," InChI=1S/C8H10O3/c1-2-6(10)3-4-7-8(5-9)11-7/h3-5,7-8H,2H2,1H3 ",C8H10O3,277
PBENZ, CCCc1ccccc1 ," InChI=1S/C9H12/c1-2-6-9-7-4-3-5-8-9/h3-5,7-8H,2,6H2,1H3 ",C9H12,278
PHC3O2, CCC(O[O])c1ccccc1 ," InChI=1S/C9H11O2/c1-2-9(11-10)8-6-4-3-5-7-8/h3-7,9H,2H2,1H3 ",C9H11O2,279
PBENZOL, CCCc1ccccc1O ," InChI=1S/C9H12O/c1-2-5-8-6-3-4-7-9(8)10/h3-4,6-7,10H,2,5H2,1H3 ",C9H12O,280
PBZBIPERO2, CCCC12OOC(C(O[O])C=C1)C2O ," InChI=1S/C9H13O5/c1-2-4-9-5-3-6(12-11)7(8(9)10)13-14-9/h3,5-8,10H,2,4H2,1H3 ",C9H13O5,281
PBZPOXMUC, CCCC(=O)C=CC1OC1C=O ," InChI=1S/C9H12O3/c1-2-3-7(11)4-5-8-9(6-10)12-8/h4-6,8-9H,2-3H2,1H3 ",C9H12O3,282
IPBENZ, CC(C)c1ccccc1 ," InChI=1S/C9H12/c1-8(2)9-6-4-3-5-7-9/h3-8H,1-2H3 ",C9H12,283
PHIC3O2, [O]OC(C)(C)c1ccccc1 ," InChI=1S/C9H11O2/c1-9(2,11-10)8-6-4-3-5-7-8/h3-7H,1-2H3 ",C9H11O2,284
IPBENZOL, CC(C)c1ccccc1O ," InChI=1S/C9H12O/c1-7(2)8-5-3-4-6-9(8)10/h3-7,10H,1-2H3 ",C9H12O,285
IPBZBIPRO2, [O]OC1C=CC2(OOC1C2O)C(C)C ," InChI=1S/C9H13O5/c1-5(2)9-4-3-6(12-11)7(8(9)10)13-14-9/h3-8,10H,1-2H3 ",C9H13O5,286
IPBZPOXMUC, O=CC1OC1C=CC(=O)C(C)C ," InChI=1S/C9H12O3/c1-6(2)7(11)3-4-8-9(5-10)12-8/h3-6,8-9H,1-2H3 ",C9H12O3,287
TM123B, Cc1cccc(C)c1C ," InChI=1S/C9H12/c1-7-5-4-6-8(2)9(7)3/h4-6H,1-3H3 ",C9H12,288
TM123BO2, Cc1c(CO[O])cccc1C ," InChI=1S/C9H11O2/c1-7-4-3-5-9(6-11-10)8(7)2/h3-5H,6H2,1-2H3 ",C9H11O2,289
TM123BOL, Cc1ccc(O)c(C)c1C ," InChI=1S/C9H12O/c1-6-4-5-9(10)8(3)7(6)2/h4-5,10H,1-3H3 ",C9H12O,290
TM123BPRO2, [O]OC1C=CC2(C)OOC1(C)C2(C)O ," InChI=1S/C9H13O5/c1-7-5-4-6(12-11)8(2,14-13-7)9(7,3)10/h4-6,10H,1-3H3 ",C9H13O5,291
TM123OXMUC, CC(=O)C=CC1OC1(C)C(=O)C ," InChI=1S/C9H12O3/c1-6(10)4-5-8-9(3,12-8)7(2)11/h4-5,8H,1-3H3 ",C9H12O3,292
TM124B, Cc1ccc(C)c(C)c1 ," InChI=1S/C9H12/c1-7-4-5-8(2)9(3)6-7/h4-6H,1-3H3 ",C9H12,293
TM124BO2, [O]OCc1ccc(C)c(C)c1 ," InChI=1S/C9H11O2/c1-7-3-4-9(6-11-10)5-8(7)2/h3-5H,6H2,1-2H3 ",C9H11O2,294
TM124BPRO2, [O]OC1(C)C=CC2(C)OOC1(C)C2O ," InChI=1S/C9H13O5/c1-7-4-5-8(2,12-11)9(3,6(7)10)14-13-7/h4-6,10H,1-3H3 ",C9H13O5,295
TM124OL, Cc1ccc(C)c(C)c1O ," InChI=1S/C9H12O/c1-6-4-5-7(2)9(10)8(6)3/h4-5,10H,1-3H3 ",C9H12O,296
TM124OXMUC, O=CC1(C)OC1(C)C=CC(=O)C ," InChI=1S/C9H12O3/c1-7(11)4-5-8(2)9(3,6-10)12-8/h4-6H,1-3H3 ",C9H12O3,297
TM135B, Cc1cc(C)cc(C)c1 ," InChI=1S/C9H12/c1-7-4-8(2)6-9(3)5-7/h4-6H,1-3H3 ",C9H12,298
TMBO2, [O]OCc1cc(C)cc(C)c1 ," InChI=1S/C9H11O2/c1-7-3-8(2)5-9(4-7)6-11-10/h3-5H,6H2,1-2H3 ",C9H11O2,299
TM135BPRO2, [O]OC1C(=CC2(C)OOC1(C)C2O)C ," InChI=1S/C9H13O5/c1-5-4-8(2)7(10)9(3,14-13-8)6(5)12-11/h4,6-7,10H,1-3H3 ",C9H13O5,300
TM135BZOL, Cc1cc(C)c(O)c(C)c1 ," InChI=1S/C9H12O/c1-6-4-7(2)9(10)8(3)5-6/h4-5,10H,1-3H3 ",C9H12O,301
TM135OXMUC, O=CC1(C)OC1C(=CC(=O)C)C ," InChI=1S/C9H12O3/c1-6(4-7(2)11)8-9(3,5-10)12-8/h4-5,8H,1-3H3 ",C9H12O3,302
OETHTOL, CCc1ccccc1C ," InChI=1S/C9H12/c1-3-9-7-5-4-6-8(9)2/h4-7H,3H2,1-2H3 ",C9H12,303
ETOLO2, [O]OC(C)c1ccccc1C ," InChI=1S/C9H11O2/c1-7-5-3-4-6-9(7)8(2)11-10/h3-6,8H,1-2H3 ",C9H11O2,304
OETLBIPRO2, CCC1(O[O])C=CC2OOC1(C)C2O ," InChI=1S/C9H13O5/c1-3-9(13-11)5-4-6-7(10)8(9,2)14-12-6/h4-7,10H,3H2,1-2H3 ",C9H13O5,305
OETLPOXMUC, O=CC=CC1(C)OC1(CC)C=O ," InChI=1S/C9H12O3/c1-3-9(7-11)8(2,12-9)5-4-6-10/h4-7H,3H2,1-2H3 ",C9H12O3,306
OETOH, CCc1c(C)cccc1O ," InChI=1S/C9H12O/c1-3-8-7(2)5-4-6-9(8)10/h4-6,10H,3H2,1-2H3 ",C9H12O,307
METHTOL, CCc1cccc(C)c1 ," InChI=1S/C9H12/c1-3-9-6-4-5-8(2)7-9/h4-7H,3H2,1-2H3 ",C9H12,308
METLBIPRO2, [O]OC1C=CC2(C)OOC1(CC)C2O ," InChI=1S/C9H13O5/c1-3-9-6(12-11)4-5-8(2,7(9)10)13-14-9/h4-7,10H,3H2,1-2H3 ",C9H13O5,309
METLPOXMUC, CC1(OC1C=CC(=O)CC)C=O ," InChI=1S/C9H12O3/c1-3-7(11)4-5-8-9(2,6-10)12-8/h4-6,8H,3H2,1-2H3 ",C9H12O3,310
METOH, CCc1cccc(C)c1O ," InChI=1S/C9H12O/c1-3-8-6-4-5-7(2)9(8)10/h4-6,10H,3H2,1-2H3 ",C9H12O,311
PETHTOL, CCc1ccc(C)cc1 ," InChI=1S/C9H12/c1-3-9-6-4-8(2)5-7-9/h4-7H,3H2,1-2H3 ",C9H12,312
PETLBIPRO2, [O]OC1(C)C=CC2(CC)OOC1C2O ," InChI=1S/C9H13O5/c1-3-9-5-4-8(2,13-11)7(6(9)10)12-14-9/h4-7,10H,3H2,1-2H3 ",C9H13O5,313
PETLPOXMUC, CC1(OC1C=O)C=CC(=O)CC ," InChI=1S/C9H12O3/c1-3-7(11)4-5-9(2)8(6-10)12-9/h4-6,8H,3H2,1-2H3 ",C9H12O3,314
PETOH, CCc1ccc(C)cc1O ," InChI=1S/C9H12O/c1-3-8-5-4-7(2)6-9(8)10/h4-6,10H,3H2,1-2H3 ",C9H12O,315
DIME35EB, CCc1cc(C)cc(C)c1 ," InChI=1S/C10H14/c1-4-10-6-8(2)5-9(3)7-10/h5-7H,4H2,1-3H3 ",C10H14,316
DM35EBO2, [O]OC(C)c1cc(C)cc(C)c1 ," InChI=1S/C10H13O2/c1-7-4-8(2)6-10(5-7)9(3)12-11/h4-6,9H,1-3H3 ",C10H13O2,317
DMEBIPRO2, [O]OC1C(=CC2(CC)OOC1(C)C2O)C ," InChI=1S/C10H15O5/c1-4-10-5-6(2)7(13-12)9(3,8(10)11)14-15-10/h5,7-8,11H,4H2,1-3H3 ",C10H15O5,318
DMEBPOXMUC, CC(=CC(=O)CC)C1OC1(C)C=O ," InChI=1S/C10H14O3/c1-4-8(12)5-7(2)9-10(3,6-11)13-9/h5-6,9H,4H2,1-3H3 ",C10H14O3,319
DMEPHOH, CCc1cc(C)cc(C)c1O ," InChI=1S/C10H14O/c1-4-9-6-7(2)5-8(3)10(9)11/h5-6,11H,4H2,1-3H3 ",C10H14O,320
DIET35TOL, CCc1cc(CC)cc(C)c1 ," InChI=1S/C11H16/c1-4-10-6-9(3)7-11(5-2)8-10/h6-8H,4-5H2,1-3H3 ",C11H16,321
DE35TO2, [O]OC(C)c1cc(CC)cc(C)c1 ," InChI=1S/C11H15O2/c1-4-10-5-8(2)6-11(7-10)9(3)13-12/h5-7,9H,4H2,1-3H3 ",C11H15O2,322
DEMPHOH, CCc1cc(CC)c(O)c(C)c1 ," InChI=1S/C11H16O/c1-4-9-6-8(3)11(12)10(5-2)7-9/h6-7,12H,4-5H2,1-3H3 ",C11H16O,323
DETLBIPRO2, [O]OC1C(=CC2(CC)OOC1(C)C2O)CC ," InChI=1S/C11H17O5/c1-4-7-6-11(5-2)9(12)10(3,15-16-11)8(7)14-13/h6,8-9,12H,4-5H2,1-3H3 ",C11H17O5,324
DETLPOXMUC, CCC(=O)C=C(C)C1OC1(CC)C=O ," InChI=1S/C11H16O3/c1-4-9(13)6-8(3)10-11(5-2,7-12)14-10/h6-7,10H,4-5H2,1-3H3 ",C11H16O3,325
STYRENE, C=Cc1ccccc1 ," InChI=1S/C8H8/c1-2-8-6-4-3-5-7-8/h2-7H,1H2 ",C8H8,326
NSTYRENO2, [O]OC(CON(=O)=O)c1ccccc1 ," InChI=1S/C8H8NO5/c10-9(11)13-6-8(14-12)7-4-2-1-3-5-7/h1-5,8H,6H2 ",C8H8NO5,327
BENZAL, O=Cc1ccccc1 , InChI=1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H ,C7H6O,328
PHCHOOA, [O-][O+]=Cc1ccccc1 , InChI=1S/C7H6O2/c8-9-6-7-4-2-1-3-5-7/h1-6H ,C7H6O2,329
STYRENO2, [O]OCC(O)c1ccccc1 ," InChI=1S/C8H9O3/c9-8(6-11-10)7-4-2-1-3-5-7/h1-5,8-9H,6H2 ",C8H9O3,330
C6H5CO3, [O]OC(=O)c1ccccc1 , InChI=1S/C7H5O3/c8-7(10-9)6-4-2-1-3-5-6/h1-5H ,C7H5O3,331
C6H5O2, [O]Oc1ccccc1 , InChI=1S/C6H5O2/c7-8-6-4-2-1-3-5-6/h1-5H ,C6H5O2,332
CH3CL, CCl , InChI=1S/CH3Cl/c1-2/h1H3 ,CH3Cl,333
CH2CLO2, [O]OCCl , InChI=1S/CH2ClO2/c2-1-4-3/h1H2 ,CH2ClO2,334
CH2CL2, ClCCl , InChI=1S/CH2Cl2/c2-1-3/h1H2 ,CH2Cl2,335
CHCL2O2, [O]OC(Cl)Cl , InChI=1S/CHCl2O2/c2-1(3)5-4/h1H ,CHCl2O2,336
CHCL3, ClC(Cl)Cl , InChI=1S/CHCl3/c2-1(3)4/h1H ,CHCl3,337
CCL3O2, [O]OC(Cl)(Cl)Cl ," InChI=1S/CCl3O2/c2-1(3,4)6-5 ",CCl3O2,338
CH3CCL3, CC(Cl)(Cl)Cl ," InChI=1S/C2H3Cl3/c1-2(3,4)5/h1H3 ",C2H3Cl3,339
CCL3CH2O2, [O]OCC(Cl)(Cl)Cl ," InChI=1S/C2H2Cl3O2/c3-2(4,5)1-7-6/h1H2 ",C2H2Cl3O2,340
TCE, ClC(=C(Cl)Cl)Cl , InChI=1S/C2Cl4/c3-1(4)2(5)6 ,C2Cl4,341
TCEOHO2, [O]OC(Cl)(Cl)C(O)(Cl)Cl ," InChI=1S/C2HCl4O3/c3-1(4,7)2(5,6)9-8/h7H ",C2HCl4O3,342
TRICLETH, ClC=C(Cl)Cl , InChI=1S/C2HCl3/c3-1-2(4)5/h1H ,C2HCl3,343
C2CL3OHAO2, [O]OC(Cl)(Cl)C(O)Cl ," InChI=1S/C2H2Cl3O3/c3-1(6)2(4,5)8-7/h1,6H ",C2H2Cl3O3,344
C2CL3OHBO2, [O]OC(Cl)C(O)(Cl)Cl ," InChI=1S/C2H2Cl3O3/c3-1(8-7)2(4,5)6/h1,6H ",C2H2Cl3O3,345
CDICLETH, Cl/C=C\Cl , InChI=1S/C2H2Cl2/c3-1-2-4/h1-2H/b2-1- ,C2H2Cl2,346
C2CL2OHO2, [O]OC(Cl)C(O)Cl ," InChI=1S/C2H3Cl2O3/c3-1(5)2(4)7-6/h1-2,5H ",C2H3Cl2O3,347
TDICLETH, Cl/C=C/Cl , InChI=1S/C2H2Cl2/c3-1-2-4/h1-2H/b2-1+ ,C2H2Cl2,348
CH2CLCH2CL, ClCCCl , InChI=1S/C2H4Cl2/c3-1-2-4/h1-2H2 ,C2H4Cl2,349
DICLETO2, [O]OC(Cl)CCl ," InChI=1S/C2H3Cl2O2/c3-1-2(4)6-5/h2H,1H2 ",C2H3Cl2O2,350
CCL2CH2, ClC(=C)Cl , InChI=1S/C2H2Cl2/c1-2(3)4/h1H2 ,C2H2Cl2,351
CH2OHCL2O2, OCC(Cl)(Cl)O[O] ," InChI=1S/C2H3Cl2O3/c3-2(4,1-5)7-6/h5H,1H2 ",C2H3Cl2O3,352
CL2OHCH2O2, [O]OCC(O)(Cl)Cl ," InChI=1S/C2H3Cl2O3/c3-2(4,5)1-7-6/h5H,1H2 ",C2H3Cl2O3,353
CL12PROP, ClCC(C)Cl ," InChI=1S/C3H6Cl2/c1-3(5)2-4/h3H,2H2,1H3 ",C3H6Cl2,354
CL12PRAO2, [O]OCC(Cl)CCl ," InChI=1S/C3H5Cl2O2/c4-1-3(5)2-7-6/h3H,1-2H2 ",C3H5Cl2O2,355
CL12PRBO2, CC(Cl)(CCl)O[O] ," InChI=1S/C3H5Cl2O2/c1-3(5,2-4)7-6/h2H2,1H3 ",C3H5Cl2O2,356
CL12PRCO2, CC(Cl)C(Cl)O[O] ," InChI=1S/C3H5Cl2O2/c1-2(4)3(5)7-6/h2-3H,1H3 ",C3H5Cl2O2,357
CHCL2CH3, CC(Cl)Cl ," InChI=1S/C2H4Cl2/c1-2(3)4/h2H,1H3 ",C2H4Cl2,358
CH3CCL2O2, [O]OC(C)(Cl)Cl ," InChI=1S/C2H3Cl2O2/c1-2(3,4)6-5/h1H3 ",C2H3Cl2O2,359
CHCL2CH2O2, [O]OCC(Cl)Cl ," InChI=1S/C2H3Cl2O2/c3-2(4)1-6-5/h2H,1H2 ",C2H3Cl2O2,360
CH3CH2CL, CCCl ," InChI=1S/C2H5Cl/c1-2-3/h2H2,1H3 ",C2H5Cl,361
CH2CLCH2O2, [O]OCCCl , InChI=1S/C2H4ClO2/c3-1-2-5-4/h1-2H2 ,C2H4ClO2,362
CH3CHCLO2, CC(Cl)O[O] ," InChI=1S/C2H4ClO2/c1-2(3)5-4/h2H,1H3 ",C2H4ClO2,363
CHCL2CHCL2, ClC(Cl)C(Cl)Cl , InChI=1S/C2H2Cl4/c3-1(4)2(5)6/h1-2H ,C2H2Cl4,364
CHCL2CL2O2, [O]OC(Cl)(Cl)C(Cl)Cl ," InChI=1S/C2HCl4O2/c3-1(4)2(5,6)8-7/h1H ",C2HCl4O2,365
CH2CLCHCL2, ClCC(Cl)Cl ," InChI=1S/C2H3Cl3/c3-1-2(4)5/h2H,1H2 ",C2H3Cl3,366
CH2CL3O2, ClCC(Cl)(Cl)O[O] ," InChI=1S/C2H2Cl3O2/c3-1-2(4,5)7-6/h1H2 ",C2H2Cl3O2,367
CHCL3O2, [O]OC(Cl)C(Cl)Cl , InChI=1S/C2H2Cl3O2/c3-1(4)2(5)7-6/h1-2H ,C2H2Cl3O2,368
VINCL, ClC=C ," InChI=1S/C2H3Cl/c1-2-3/h2H,1H2 ",C2H3Cl,369
CCLNO3O2, [O]OCC(Cl)ON(=O)=O ," InChI=1S/C2H3ClNO5/c3-2(1-8-7)9-4(5)6/h2H,1H2 ",C2H3ClNO5,370
CNO3CLO2, [O]OC(Cl)CON(=O)=O ," InChI=1S/C2H3ClNO5/c3-2(9-7)1-8-4(5)6/h2H,1H2 ",C2H3ClNO5,371
CHOCL, ClC=O , InChI=1S/CHClO/c2-1-3/h1H ,CHClO,372
CHCLOOA, [O-][O+]=CCl , InChI=1S/CHClO2/c2-1-4-3/h1H ,CHClO2,373
